ts_utc,city,lat,lon,temp_c,feelslike_c,condition_text,humidity,wind_kph,wind_dir,pressure_mb,precip_mm,cloud,uv,is_day
2026-08-01T01:22:02Z,Chennai,13.0833,80.2833,29.0,31.9,Sunny,66,18.0,WSW,1004.0,0.0,22,0.2,1
2026-08-01T01:22:03Z,Mumbai,18.975,72.826,27.9,33.5,Mist,89,36.0,W,1000.0,0.59,100,0.0,1
2026-08-01T01:22:03Z,Delhi,42.85,-80.5,22.2,22.6,Clear,63,5.8,SSE,1013.0,0.0,0,0.0,0
2026-08-01T01:22:03Z,Bengaluru,12.9833,77.5833,21.8,21.8,Partly cloudy,88,23.8,W,1011.0,0.0,50,0.1,1
2026-08-01T01:22:04Z,Kolkata,22.5697,88.3697,28.0,32.9,Thundery outbreaks in nearby,85,10.8,S,1003.0,0.0,56,0.7,1
2026-08-01T01:22:04Z,Hyderabad,17.3753,78.4744,23.4,23.4,Cloudy,85,21.2,WSW,1004.0,0.0,71,0.2,1
2026-08-01T01:22:05Z,Pune,18.5333,73.8667,22.2,22.7,Patchy rain nearby,89,17.6,WSW,1003.0,0.07,55,0.0,1
2026-08-01T01:22:05Z,Ahmedabad,23.0333,72.6167,25.9,29.2,Mist,89,17.3,W,995.0,0.49,100,0.0,1
2026-08-01T05:42:52Z,Chennai,13.0833,80.2833,34.1,37.9,Partly Cloudy,48,14.8,W,1005.0,0.0,33,10.5,1
2026-08-01T05:42:52Z,Mumbai,18.975,72.826,28.4,33.6,Patchy light drizzle,82,36.4,WSW,1003.0,0.36,50,6.7,1
2026-08-01T05:42:53Z,Delhi,42.85,-80.5,20.3,21.2,Clear,78,6.1,SE,1012.0,0.0,1,0.0,0
2026-08-01T05:42:53Z,Bengaluru,12.9833,77.5833,26.6,26.3,Patchy rain nearby,54,30.6,W,1008.0,0.01,76,5.9,1
2026-08-01T05:42:53Z,Kolkata,22.5697,88.3697,29.9,33.5,Light rain shower,79,16.9,S,1002.0,2.01,75,10.4,1
2026-08-01T05:42:54Z,Hyderabad,17.3753,78.4744,29.9,32.1,Patchy rain nearby,57,28.8,W,1005.0,0.01,69,11.5,1
2026-08-01T05:42:54Z,Pune,18.5333,73.8667,24.5,25.0,Patchy rain nearby,85,21.6,WSW,1004.0,0.09,86,8.5,1
2026-08-01T05:42:54Z,Ahmedabad,23.0333,72.6167,30.8,37.9,Moderate or heavy rain shower,73,20.2,WNW,997.0,3.46,100,2.0,1
2026-08-01T07:54:40Z,Chennai,13.0833,80.2833,35.2,38.3,Partly Cloudy,42,4.0,N,1002.0,0.0,26,7.6,1
2026-08-01T07:54:41Z,Mumbai,18.975,72.826,28.3,32.7,Light drizzle,79,34.2,WSW,1003.0,0.17,100,10.0,1
2026-08-01T07:54:41Z,Delhi,42.85,-80.5,18.5,18.7,Clear,81,7.6,S,1012.0,0.0,0,0.0,0
2026-08-01T07:54:42Z,Bengaluru,12.9833,77.5833,28.1,28.4,Partly Cloudy,48,29.9,W,1007.0,0.0,29,5.1,1
2026-08-01T07:54:42Z,Kolkata,22.5697,88.3697,33.1,40.0,Patchy rain nearby,60,18.7,S,1000.0,0.04,70,6.4,1
2026-08-01T07:54:43Z,Hyderabad,17.3753,78.4744,29.2,31.4,Patchy rain nearby,66,27.7,W,1006.0,0.01,50,8.0,1
2026-08-01T07:54:43Z,Pune,18.5333,73.8667,27.4,29.2,Patchy rain nearby,67,31.7,W,1004.0,0.21,89,9.4,1
2026-08-01T07:54:44Z,Ahmedabad,23.0333,72.6167,25.5,26.7,Light rain shower,91,24.8,SW,998.0,0.86,100,2.4,1
2026-08-01T10:23:22Z,Chennai,13.0833,80.2833,31.8,35.9,Partly Cloudy,58,25.2,SE,1002.0,0.0,54,2.1,1
2026-08-01T10:23:22Z,Mumbai,18.975,72.826,28.2,32.9,Patchy rain nearby,81,34.2,WSW,1002.0,1.94,81,5.6,1
2026-08-01T10:23:23Z,Delhi,42.85,-80.5,17.9,17.8,Clear,84,9.4,SSE,1011.0,0.0,6,0.0,1
2026-08-01T10:23:23Z,Bengaluru,12.9833,77.5833,27.2,27.6,Partly Cloudy,51,26.6,W,1006.0,0.0,29,2.9,1
2026-08-01T10:23:23Z,Kolkata,22.5697,88.3697,32.2,38.9,Patchy rain nearby,64,18.4,S,999.0,0.04,72,2.5,1
2026-08-01T10:23:24Z,Hyderabad,17.3753,78.4744,29.3,30.9,Partly Cloudy,56,26.3,W,1003.0,0.0,45,2.3,1
2026-08-01T10:23:24Z,Pune,18.5333,73.8667,26.6,27.6,Patchy rain nearby,70,29.2,W,1003.0,0.06,84,4.6,1
2026-08-01T10:23:24Z,Ahmedabad,23.0333,72.6167,25.9,27.0,Light rain shower,89,27.7,WSW,998.0,0.16,100,0.9,1
2026-08-01T12:44:58Z,Chennai,13.0833,80.2833,29.8,34.7,Partly Cloudy,71,22.0,SE,1004.0,0.0,57,0.0,1
2026-08-01T12:44:58Z,Mumbai,18.975,72.826,27.8,31.9,Patchy rain nearby,81,33.1,WSW,1003.0,0.22,72,0.2,1
2026-08-01T12:44:58Z,Delhi,42.85,-80.5,20.2,21.6,Sunny,90,8.3,SSE,1011.0,0.0,0,0.6,1
2026-08-01T12:44:59Z,Bengaluru,12.9833,77.5833,25.7,24.5,Partly Cloudy,58,23.8,W,1008.0,0.0,30,0.0,1
2026-08-01T12:44:59Z,Kolkata,22.5697,88.3697,29.8,35.6,Partly Cloudy,75,18.0,S,1000.0,0.0,36,0.0,1
2026-08-01T12:44:59Z,Hyderabad,17.3753,78.4744,27.8,29.3,Partly Cloudy,61,16.6,W,1004.0,0.0,30,0.0,1
2026-08-01T12:45:00Z,Pune,18.5333,73.8667,24.2,24.6,Patchy rain nearby,82,19.4,WSW,1005.0,0.07,94,0.1,1
2026-08-01T12:45:00Z,Ahmedabad,23.0333,72.6167,25.1,24.9,Patchy rain nearby,83,25.9,WSW,999.0,0.01,100,0.0,1
2026-08-01T15:47:57Z,Chennai,13.0833,80.2833,29.0,32.9,Light drizzle,71,22.7,S,1005.0,0.66,89,0.0,0
2026-08-01T15:47:57Z,Mumbai,18.975,72.826,27.8,32.3,Patchy rain nearby,84,38.2,WSW,1004.0,0.44,76,0.0,0
2026-08-01T15:47:58Z,Delhi,42.85,-80.5,27.5,29.4,Sunny,67,10.8,SE,1011.0,0.0,0,4.7,1
2026-08-01T15:47:58Z,Bengaluru,12.9833,77.5833,21.8,19.9,Partly Cloudy,80,25.2,W,1011.0,0.0,59,0.0,0
2026-08-01T15:47:59Z,Kolkata,22.5697,88.3697,28.1,33.4,Partly Cloudy,85,16.2,S,1003.0,0.0,61,0.0,0
2026-08-01T15:47:59Z,Hyderabad,17.3753,78.4744,27.1,28.6,Patchy rain nearby,65,22.7,WSW,1005.0,0.01,77,0.0,0
2026-08-01T15:48:00Z,Pune,18.5333,73.8667,23.0,24.0,Patchy rain nearby,89,16.9,WSW,1006.0,0.05,94,0.0,0
2026-08-01T15:48:01Z,Ahmedabad,23.0333,72.6167,25.7,27.0,Moderate or heavy rain shower,96,28.8,W,998.0,6.48,100,0.0,0
2026-08-01T18:45:42Z,Chennai,13.0833,80.2833,29.7,33.1,Patchy rain nearby,64,23.0,SW,1005.0,0.02,76,0.0,0
2026-08-01T18:45:42Z,Mumbai,18.975,72.826,27.8,32.1,Light rain shower,83,33.8,WSW,1004.0,0.15,58,0.0,0
2026-08-01T18:45:43Z,Delhi,42.85,-80.5,29.4,30.6,Sunny,53,9.0,SE,1010.0,0.0,0,5.4,1
2026-08-01T18:45:43Z,Bengaluru,12.9833,77.5833,21.3,19.2,Cloudy,82,25.2,W,1009.0,0.0,78,0.0,0
2026-08-01T18:45:43Z,Kolkata,22.5697,88.3697,27.7,32.5,Partly Cloudy,88,13.3,S,1001.0,0.0,37,0.0,0
2026-08-01T18:45:44Z,Hyderabad,17.3753,78.4744,24.7,23.9,Clear,77,24.1,W,1005.0,0.0,21,0.0,0
2026-08-01T18:45:44Z,Pune,18.5333,73.8667,22.9,23.8,Patchy rain nearby,87,15.8,WSW,1005.0,0.03,100,0.0,0
2026-08-01T18:45:45Z,Ahmedabad,23.0333,72.6167,26.1,28.1,Patchy rain nearby,91,23.8,WSW,999.0,0.08,100,0.0,0
2026-08-01T21:43:22Z,Chennai,13.0833,80.2833,27.0,30.8,Mist,89,23.8,S,1004.0,0.47,50,0.0,0
2026-08-01T21:43:22Z,Mumbai,18.975,72.826,27.8,32.1,Patchy rain nearby,84,35.3,WSW,1003.0,0.35,85,0.0,0
2026-08-01T21:43:23Z,Delhi,42.85,-80.5,29.0,28.7,Sunny,41,9.7,SE,1009.0,0.0,0,1.4,1
2026-08-01T21:43:23Z,Bengaluru,12.9833,77.5833,21.8,21.8,Partly cloudy,88,23.8,W,1012.0,0.01,50,0.0,0
2026-08-01T21:43:24Z,Kolkata,22.5697,88.3697,27.5,31.8,Clear,87,10.8,S,1001.0,0.0,16,0.0,0
2026-08-01T21:43:24Z,Hyderabad,17.3753,78.4744,24.1,23.7,Clear,81,22.7,W,1005.0,0.0,22,0.0,0
2026-08-01T21:43:24Z,Pune,18.5333,73.8667,22.9,23.9,Patchy rain nearby,89,16.2,WSW,1005.0,0.04,95,0.0,0
2026-08-01T21:43:25Z,Ahmedabad,23.0333,72.6167,26.4,29.1,Patchy rain nearby,91,17.3,WSW,999.0,0.09,100,0.0,0
2026-08-02T01:19:38Z,Chennai,13.0833,80.2833,28.3,31.1,Partly Cloudy,69,16.9,WSW,1006.0,0.0,31,0.1,1
